name,value,timeunit,lastValue,rank,dist,diff
zillion,1,7.0,1,51,0.85,2
alphabit_fund,1,8.0,1,1,0.92,1
anamix,1,8.0,1,2,0.92,1
ararat,1,8.0,1,3,0.92,1
arc,1,8.0,1,4,0.92,1
ares,1,8.0,1,5,0.92,1
arkimedes,1,8.0,1,6,0.92,1
arknet,1,8.0,1,7,0.92,1
arkpool,1,8.0,1,8,0.92,1
arktipbot,1,8.0,1,9,0.92,1
arky,1,8.0,1,10,0.92,1
atreides_wannabe,1,8.0,1,11,0.92,1
axi,1,8.0,1,12,0.92,1
bangomatic,1,8.0,1,13,0.92,1
bioly,1,8.0,1,14,0.92,1
chiiky_2,1,8.0,1,15,0.92,1
corsaro,1,8.0,1,16,0.92,1
cryptolanka123,1,8.0,1,17,0.92,1
dafty,1,8.0,1,18,0.92,1
digitron,1,8.0,1,19,0.92,1
doc,1,8.0,1,20,0.92,1
doom,1,8.0,1,21,0.92,1
emotive_ark,1,8.0,1,22,0.92,1
forginator,1,8.0,1,23,0.92,1
fu_sing_uing_888,1,8.0,0,24,0.92,1
ghostfaceuk,1,8.0,1,25,0.92,1
gr33ndrag0n,1,8.0,1,26,0.92,1
hagie,1,8.0,1,27,0.92,1
heliohash,1,8.0,1,28,0.92,1
jamiec79,1,8.0,1,29,0.92,1
jarunik,1,8.0,1,30,0.92,1
jiraffes,1,8.0,1,31,0.92,1
kiashaan,1,8.0,1,32,0.92,1
kolap,1,8.0,1,33,0.92,1
mody1996,1,8.0,1,34,0.92,1
mr.arklife,1,8.0,1,35,0.92,1
natalie,1,8.0,1,36,0.92,1
pitbull,1,8.0,1,37,0.92,1
rasputin,1,8.0,1,38,0.92,1
ravelou,1,8.0,1,39,0.92,1
realnoah,1,8.0,1,40,0.92,1
samuray,1,8.0,1,41,0.92,1
seatrips,1,8.0,1,42,0.92,1
sidzero,1,8.0,1,43,0.92,1
smartthings,1,8.0,1,44,0.92,1
someonesomeone,1,8.0,1,45,0.92,1
therock,1,8.0,1,46,0.92,1
tibonos,1,8.0,1,47,0.92,1
tintumon,1,8.0,1,48,0.92,1
wes,1,8.0,1,49,0.92,1
xujian,1,8.0,1,50,0.92,1
zillion,1,8.0,1,51,0.92,1
acf,1,9.0,0,1,0.92,1
alphabit_fund,1,9.0,1,2,0.92,1
anamix,1,9.0,1,3,0.92,1
ararat,1,9.0,1,4,0.92,1
arc,1,9.0,1,5,0.92,1
ares,1,9.0,1,6,0.92,1
arkimedes,1,9.0,1,7,0.92,1
arknet,1,9.0,1,8,0.92,1
arkpool,1,9.0,1,9,0.92,1
arktipbot,1,9.0,1,10,0.92,1
arky,1,9.0,1,11,0.92,1
atreides_wannabe,1,9.0,1,12,0.92,1
axi,1,9.0,1,13,0.92,1
bangomatic,1,9.0,1,14,0.92,1
bioly,1,9.0,1,15,0.92,1
chiiky_2,1,9.0,1,16,0.92,1
cryptolanka123,1,9.0,1,17,0.92,1
dafty,1,9.0,1,18,0.92,1
digitron,1,9.0,1,19,0.92,1
doc,1,9.0,1,20,0.92,1
doom,1,9.0,1,21,0.92,1
emotive_ark,1,9.0,1,22,0.92,1
forginator,1,9.0,1,23,0.92,1
ghostfaceuk,1,9.0,1,24,0.92,1
gr33ndrag0n,1,9.0,1,25,0.92,1
hagie,1,9.0,1,26,0.92,1
heliohash,1,9.0,1,27,0.92,1
jamiec79,1,9.0,1,28,0.92,1
jarunik,1,9.0,1,29,0.92,1
jiraffes,1,9.0,1,30,0.92,1
kiashaan,1,9.0,1,31,0.92,1
kolap,1,9.0,1,32,0.92,1
mody1996,1,9.0,1,33,0.92,1
mr.arklife,1,9.0,1,34,0.92,1
natalie,1,9.0,1,35,0.92,1
pitbull,1,9.0,1,36,0.92,1
rasputin,1,9.0,1,37,0.92,1
ravelou,1,9.0,1,38,0.92,1
realnoah,1,9.0,1,39,0.92,1
samuray,1,9.0,1,40,0.92,1
seatrips,1,9.0,1,41,0.92,1
sidzero,1,9.0,1,42,0.92,1
smartthings,1,9.0,1,43,0.92,1
someonesomeone,1,9.0,1,44,0.92,1
