name,value,timeunit,lastValue,rank,dist,diff
eli,0,13,0,45,0,0
bioly,0,13,0,46,0,0
nuevax,0,13,0,47,0,0
coolbeans,0,13,0,48,0,0
ghostfaceuk,0,13,0,49,0,0
tintumon,0,13,0,50,0,0
corsaro,0,14,0,0,0,0
someonesomeone,0,14,0,1,0,0
dafty,0,14,0,2,0,0
atreides_wannabe,0,14,0,3,0,0
hoop,0,14,0,4,0,0
cannabanana,0,14,0,5,0,0
doweig,0,14,0,6,0,0
ghostfaceuk,0,14,0,7,0,0
arkfuturesmartnode,0,14,0,8,0,0
bangomatic,0,14,0,9,0,0
devasive,0,14,0,10,0,0
pool.arkno.de,0,14,0,11,0,0
thricepi,0,14,0,12,0,0
ondin,0,14,0,13,0,0
pitbull,0,14,0,14,0,0
arkeology,0,14,0,15,0,0
sockpuppet,0,14,0,16,0,0
nothinghere,0,14,0,17,0,0
gr33ndrag0n,0,14,0,18,0,0
arkpool,0,14,0,19,0,0
vipertkd,0,14,0,20,0,0
emotive_ark,0,14,0,21,0,0
tintumon,0,14,0,22,0,0
bcboilermaker,0,14,0,23,0,0
sonobit,0,14,0,24,0,0
bluedude,0,14,0,25,0,0
triumvirate,0,14,0,26,0,0
bioly,0,14,0,27,0,0
lidware01,0,14,0,28,0,0
xujian,0,14,0,29,0,0
kiashaan,0,14,0,30,0,0
rasputin,0,14,0,31,0,0
dafricash,0,14,0,32,0,0
isabella,0,14,0,33,0,0
soliury,0,14,0,34,0,0
diplo,0,14,0,35,0,0
4miners.net,0,14,0,36,0,0
goldeneye,0,14,0,37,0,0
slasheks,0,14,0,38,0,0
eli,0,14,0,39,0,0
vega,0,14,0,40,0,0
chiiky_2,0,14,0,41,0,0
arkimedes,0,14,0,42,0,0
nuevax,0,14,0,43,0,0
arky,0,14,0,44,0,0
samuray,0,14,0,45,0,0
sidzero,0,14,0,46,0,0
chiiky,0,14,0,47,0,0
seatrips,0,14,0,48,0,0
hagie,0,14,0,49,0,0
localhost,0,14,0,50,0,0
localhost,0,15,0,0,0,0
wes,0,15,0,1,0,0
chiiky,0,15,0,2,0,0
rasputin,0,15,0,3,0,0
devasive,0,15,0,4,0,0
litcoincollector,0,15,0,5,0,0
seatrips,0,15,0,6,0,0
cannabanana,0,15,0,7,0,0
arktipbot,0,15,0,8,0,0
pool.arkno.de,0,15,0,9,0,0
vega,0,15,0,10,0,0
hagie,0,15,0,11,0,0
ghostfaceuk,0,15,0,12,0,0
ares,0,15,0,13,0,0
nuevax,0,15,0,14,0,0
arc,0,15,0,15,0,0
mainarknet,0,15,0,16,0,0
noah,0,15,0,17,0,0
gr33ndrag0n,0,15,0,18,0,0
bangomatic,0,15,0,19,0,0
xujian,0,15,0,20,0,0
toad,0,15,0,21,0,0
arkeology,0,15,0,22,0,0
sidzero,0,15,0,23,0,0
jamiec79,0,15,0,24,0,0
digitron,0,15,0,25,0,0
4miners.net,0,15,0,26,0,0
atreides_wannabe,0,15,0,27,0,0
lidware01,0,15,0,28,0,0
soliury,0,15,0,29,0,0
coolbeans,0,15,0,30,0,0
dafty,0,15,0,31,0,0
pitbull,0,15,0,32,0,0
arky,0,15,0,33,0,0
bioly,0,15,0,34,0,0
arkfuturesmartnode,0,15,0,35,0,0
corsaro,0,15,0,36,0,0
thricepi,0,15,0,37,0,0
doweig,0,15,0,38,0,0
nothinghere,0,15,0,39,0,0
monsterbit,0,15,0,40,0,0
kiashaan,0,15,0,41,0,0
elegato,0,15,0,42,0,0
bcboilermaker,0,15,0,43,0,0
